experiment_name,experiment_iteration,task_number,code_fix_count,code_syntax_status,obj_expected,obj_given,obj_status,sum_prompt_tokens,sum_completion_tokens,sum_prompt_tokens_price,sum_completion_tokens_price,sum_price
experiment_3a1,1,1,0,True,78.64,78.6376025,True,938,688,0.0001407,0.00041279999999999995,0.0005535
experiment_3a1,1,2,0,True,271250000.0,260000050.0,False,2364,2068,0.00035459999999999995,0.0012407999999999998,0.0015953999999999999
experiment_3a1,1,3,0,True,353.0,342.40000000000003,False,1575,1399,0.00023624999999999997,0.0008393999999999999,0.0010756499999999998
experiment_3a1,1,4,0,True,15.0,15.0,True,934,809,0.0001401,0.00048540000000000003,0.0006255
experiment_3b1,1,1,1,False,78.64,,False,1627,1036,0.00024405,0.0006215999999999999,0.0008656499999999999
experiment_3a1,1,5,0,True,190.0,370.0,False,1397,1126,0.00020955,0.0006756,0.00088515
experiment_3a1,1,6,0,False,0.111,,False,1428,1124,0.0002142,0.0006743999999999999,0.0008885999999999999
experiment_3b1,1,2,1,True,271250000.0,271250000.0,True,3544,2370,0.0005316,0.0014219999999999999,0.0019535999999999998
experiment_3a1,1,7,0,True,0.0111,0.01,False,1309,1038,0.00019635,0.0006228,0.0008191499999999999
experiment_3b1,1,3,1,False,353.0,,False,2937,2165,0.00044055,0.0012989999999999998,0.0017395499999999999
experiment_3a1,1,8,0,True,12000.0,12000.0,True,1018,749,0.0001527,0.0004494,0.0006020999999999999
experiment_3a1,1,9,0,False,7.37,,False,989,724,0.00014835,0.00043439999999999993,0.0005827499999999999
experiment_3b1,1,4,0,True,15.0,15.0,True,943,756,0.00014145,0.00045359999999999997,0.00059505
experiment_3a1,1,10,0,True,240.9,240.89999999999998,True,1285,1082,0.00019275,0.0006492,0.00084195
experiment_3a1,1,11,0,True,1308.0,-1100.0,False,1113,858,0.00016695,0.0005147999999999999,0.00068175
experiment_3b1,1,5,1,False,190.0,,False,2766,2783,0.0004149,0.0016698,0.0020847
experiment_3a1,1,12,0,True,350.45,348.0,True,1295,917,0.00019425,0.0005501999999999999,0.0007444499999999999
experiment_3a1,1,13,0,True,2.0,4.0,False,968,737,0.0001452,0.0004422,0.0005874000000000001
experiment_3a1,1,14,0,True,654.2,1025.1968550000001,False,1359,989,0.00020385,0.0005934,0.00079725
experiment_3b1,1,6,1,True,0.111,0.0,False,2218,1570,0.0003327,0.0009419999999999999,0.0012747
experiment_3b1,1,7,0,True,0.0111,0.01,False,1303,1050,0.00019545,0.0006299999999999999,0.0008254499999999999
